SubsID,error.immigrants.trim,error.asylum.seekers.trim,error.trim,error.immigrants,error.asylum.seekers,error,consp_01,confidence,trust.stat,news.paper,news.social,news.tv,concern.imm,edu.tertiary,lr,age,female,abit,income,dummy.imm.as,country,QG8c_1_T4,QG8d_1_T4,QG16_1_T4,QG16_2_T4,QG16_3_T4,QG16_4_T4,country_cod,int_wt1_cap_T4
EPOKBMPFPLD8JFW4B4,12.3383344815723,NA,12.3383344815723,12.3383344815723,NA,12.3383344815723,0.620749384301774,1,1,0.25,0.375,0.125,1,0,0.4,39,1,2. Other town/urban centre,0.090909090909091,1,Czechia,15,NA,2,2,2,2,1,1.023860601
EPOK4344FH2Y3ZY4B7,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.848579754655534,0,0,0.75,0.875,1,1,0,0.5,66,1,1. Metropolitan zone,0.090909090909091,0,Czechia,NA,10,1,2,1,1,1,0.47204665
EPOKCCD8LKPKKNB4B9,0.338334481572258,NA,0.338334481572258,0.338334481572258,NA,0.338334481572258,0.693884289139655,1,1,1,1,1,1,0,0,59,1,2. Other town/urban centre,0.545454545454545,1,Czechia,3,NA,1,4,1,1,1,1.053648773
EPOK4YX6B8YTM4V4B4,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.495838053188651,1,0,0,1,0.75,0,1,0.5,31,0,2. Other town/urban centre,0.181818181818182,1,Czechia,5,NA,2,2,3,2,1,1.542405273
EPOK4YBYRVBKXDD4B7,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.668312982656958,1,1,0,0.75,0.75,0,0,0.3,42,0,1. Metropolitan zone,0.272727272727273,0,Czechia,NA,1,2,3,1,2,1,1.228273461
EPOK4YKXJ694RSJ4B2,-0.661665518427742,NA,-0.661665518427742,-0.661665518427742,NA,-0.661665518427742,0.698097117059714,1,1,0.125,0,0.125,1,0,0.5,38,1,2. Other town/urban centre,0.272727272727273,1,Czechia,2,NA,2,1,2,2,1,1.128044979
EPOK4Y3RDYLLHC24B0,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.786122383659968,1,0,0.375,0.25,1,1,0,0.5,66,0,3. Rural zone,0.363636363636364,0,Czechia,NA,1,2,2,1,1,1,0.439247681
EPOKD797VJRVQYB4B2,0.338334481572258,NA,0.338334481572258,0.338334481572258,NA,0.338334481572258,0.72366842354241,1,1,0.5,0.125,1,1,0,0.3,60,0,2. Other town/urban centre,0.181818181818182,1,Czechia,3,NA,1,2,2,1,1,0.813156477
EPOKBRXQWVTDFP74B4,-1.66166551842774,NA,-1.66166551842774,-1.66166551842774,NA,-1.66166551842774,0.613644043313652,1,0,1,0,1,1,0,0.5,59,0,2. Other town/urban centre,0.272727272727273,1,Czechia,1,NA,4,1,2,1,1,0.908542264
EPOK3P5DSNRQRTV4B5,-1.66166551842774,NA,-1.66166551842774,-1.66166551842774,NA,-1.66166551842774,0.68320675529734,1,1,1,1,1,0,1,0.4,26,0,1. Metropolitan zone,0.454545454545455,1,Czechia,1,NA,1,2,2,2,1,1.27103527
EPOKBMT9WNKR3944B6,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.925927487413473,1,0,0.625,0,0.5,1,0,0.5,43,0,3. Rural zone,NA,1,Czechia,5,NA,1,1,1,1,1,1.196420122
EPOK45K7DKHH2FP4B6,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.580287716056704,0,1,0.375,1,0.625,1,1,0.5,37,0,1. Metropolitan zone,0.454545454545455,0,Czechia,NA,1,2,2,2,3,1,0.88015445
EPOK528ZDP5RXN24B2,NA,1.99265670334493,1.99265670334493,NA,1.99265670334493,1.99265670334493,0.661211052546844,0,0,1,0,0.125,0,0,0.5,45,1,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,2,2,2,2,1,1,0.338175872
EPOK4BZZ2C2LSLM4B9,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.543401651543835,1,1,0,0.625,0.75,0,0,0.4,46,0,2. Other town/urban centre,0.181818181818182,1,Czechia,5,NA,2,3,2,2,1,1.128395728
EPOKB7CMLX6J3MK4B5,NA,1.99265670334493,1.99265670334493,NA,1.99265670334493,1.99265670334493,0.68320675529734,0,0,1,0.5,1,1,1,0.3,65,0,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,2,1,2,2,2,1,0.451341745
EPOK4YZJMPFD6W74B0,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.440482612303199,0,1,1,0,1,0,1,0.4,65,1,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,1,3,3,2,3,1,0.512949914
EPOK44WRYTVFDCQ4B0,NA,2.99265670334493,2.99265670334493,NA,2.99265670334493,2.99265670334493,0.433380682193085,0,1,0.75,0,1,0,1,0.3,54,0,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,3,3,2,3,2,1,1.314206612
EPOK4L54JLXBWFK4B7,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.72366842354241,0,0,0.625,0.75,1,1,0,0.3,69,1,3. Rural zone,NA,0,Czechia,NA,5,1,2,2,1,1,0.495715378
EPOK833JNDNL8MF4B7,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.925927487413473,0,0,0.125,0.75,0.75,1,0,0.3,63,0,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,5,1,1,1,1,1,0.908542264
EPOKFPMMBBSRNVB4B5,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.543401651543835,1,1,0.375,0.25,1,1,1,0.5,78,0,1. Metropolitan zone,0.181818181818182,1,Czechia,5,NA,2,3,2,2,1,0.513688423
EPOKBNPP2CDL5MH4B2,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.620749384301774,0,1,0.375,0.375,0.5,1,0,0.6,47,0,1. Metropolitan zone,0.090909090909091,1,Czechia,5,NA,2,2,2,2,1,1.196420122
EPOKB9RM2VMMWT34B7,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.620749384301774,0,0,0.5,0.375,0.75,1,0,0.3,39,1,3. Rural zone,0.181818181818182,0,Czechia,NA,5,2,2,2,2,1,1.252597024
EPOK452FCK3T6F34B4,NA,1.99265670334493,1.99265670334493,NA,1.99265670334493,1.99265670334493,0.558292013306208,0,1,0.125,0.125,0.375,0,1,0.3,37,0,2. Other town/urban centre,0.272727272727273,0,Czechia,NA,2,3,2,2,2,1,0.88015445
EPOK4ZR92X8DCGM4B7,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.925927487413473,0,0,0.25,0,0.375,1,0,0.3,70,1,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,1,1,1,1,1,1,0.466497232
EPOKFPG7YVTTYRL4B0,17.3383344815723,NA,17.3383344815723,17.3383344815723,NA,17.3383344815723,0.480944280548269,0,0,0.5,0.5,1,1,0,0.5,71,1,1. Metropolitan zone,0.090909090909091,1,Czechia,20,NA,3,3,2,2,1,0.47204665
EPOK56WLCKMDXX54B2,NA,-0.007343296655067,-0.007343296655067,NA,-0.007343296655067,-0.007343296655067,0.925927487413473,1,0,1,0,1,1,0,0.4,69,1,1. Metropolitan zone,0.090909090909091,0,Czechia,NA,0,1,1,1,1,1,0.47204665
EPOK4YZH3MSS5P64B2,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.418490320430711,0,1,0.375,0,1,0,1,0.1,50,0,3. Rural zone,0.454545454545455,1,Czechia,5,NA,2,3,3,2,1,1.319449856
EPOK4GXDXQSR6MS4B2,NA,1.99265670334493,1.99265670334493,NA,1.99265670334493,1.99265670334493,0.539826047811634,0,0,0.25,0,1,1,0,0.3,68,1,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,2,2,2,2,4,1,0.420411971
EPOK57282689TDS4B5,NA,2.99265670334493,2.99265670334493,NA,2.99265670334493,2.99265670334493,0.440482612303199,0,0,0.125,0,0.125,1,0,0.2,56,1,3. Rural zone,0.272727272727273,0,Czechia,NA,3,3,3,2,3,1,1.053648773
EPOKFPDCKXCY3QD4B5,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.595178077819078,1,1,1,0.125,1,1,1,0.4,63,0,3. Rural zone,0.181818181818182,0,Czechia,NA,1,3,1,2,3,1,1.352586387
EPOKB8LBHPH3W3J4B3,NA,24.9926567033449,24.9926567033449,NA,24.9926567033449,24.9926567033449,0.661211052546844,0,1,1,1,1,1,0,0.5,42,1,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,25,2,2,2,1,1,0.667763841
EPOKFPCTXRQRHQD4B7,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.620749384301774,0,1,0.5,1,1,1,0,0.5,66,0,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,1,2,2,2,2,1,0.503888316
EPOKB97WCJDZ5GK4B1,NA,3.99265670334493,3.99265670334493,NA,3.99265670334493,3.99265670334493,0.863470116417907,1,0,0.5,1,1,0,0,0.2,67,0,3. Rural zone,0.454545454545455,0,Czechia,NA,4,2,1,1,1,1,0.503888316
EPOK52DM4DGJ4GL4B5,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.925927487413473,1,1,0.5,0.25,1,1,0,0.5,58,0,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,10,1,1,1,1,1,0.908542264
EPOKCWFFFB2695Y4B0,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.551190083196094,1,0,1,1,0.5,1,0,0.3,57,1,1. Metropolitan zone,0.090909090909091,1,Czechia,5,NA,3,1,3,1,1,0.865829522
EPOK533TM9ZZGPP4B5,17.3383344815723,NA,17.3383344815723,17.3383344815723,NA,17.3383344815723,0.52493568604926,1,1,0.625,1,1,1,0,0.5,34,1,3. Rural zone,0.181818181818182,1,Czechia,20,NA,1,3,2,4,1,1.371461039
EPOKB8G68RV8QBC4B8,NA,-0.007343296655067,-0.007343296655067,NA,-0.007343296655067,-0.007343296655067,0.620749384301774,1,1,0.25,0.25,0.25,0,0,0.5,35,0,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,0,2,2,2,2,1,1.115912755
EPOK4FLHRMM9CXF4B9,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.863470116417907,1,0,0.25,0.125,1,1,1,0.3,71,0,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,10,2,1,1,1,1,0.57452555
EPOKBJVFT9X2J3G4B4,3.33833448157226,NA,3.33833448157226,3.33833448157226,NA,3.33833448157226,0.863470116417907,1,1,0.75,0.625,1,1,0,0.6,48,0,2. Other town/urban centre,0.363636363636364,1,Czechia,6,NA,2,1,1,1,1,0.945932751
EPOKB7QL836Z8NB4B2,27.3383344815723,NA,27.3383344815723,27.3383344815723,NA,27.3383344815723,0.808118086410464,0,0,0.125,0.125,1,1,0,0.3,52,0,2. Other town/urban centre,0.181818181818182,1,Czechia,30,NA,1,2,1,2,1,1.128395728
EPOKBMRXL5VLGNT4B8,NA,2.99265670334493,2.99265670334493,NA,2.99265670334493,2.99265670334493,0.378028652185641,1,1,0.625,0.125,0.5,1,1,0.4,39,1,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,3,2,3,3,3,1,1.343546703
EPOK525PZN8CG7F4B2,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.698097117059714,0,0,0.125,0,1,1,1,0.4,70,0,1. Metropolitan zone,0.090909090909091,0,Czechia,NA,1,2,1,2,2,1,0.481496842
EPOK54G2F36GSR84B9,NA,NA,NA,NA,39.9926567033449,39.9926567033449,0.583863319788905,1,0,0.375,0.125,0.125,1,0,0.5,34,1,1. Metropolitan zone,NA,0,Czechia,NA,40,2,3,2,1,1,1.193085405
EPOKFPB33GP6D6L4B5,NA,6.99265670334493,6.99265670334493,NA,6.99265670334493,6.99265670334493,0.683203344419332,0,0,0.75,0,1,1,1,0.3,58,0,3. Rural zone,0.363636363636364,0,Czechia,NA,7,3,2,1,2,1,1.314206612
EPOKBNN59HBMSXB4B8,NA,2.99265670334493,2.99265670334493,NA,2.99265670334493,2.99265670334493,0.462478315053695,0,1,0.25,1,1,1,0,0.4,39,0,3. Rural zone,0.272727272727273,0,Czechia,NA,3,2,3,2,4,1,1.398494277
EPOK56F4SX4VM474B5,27.3383344815723,NA,27.3383344815723,27.3383344815723,NA,27.3383344815723,0.458951988675781,0,0,0.75,0.875,0.875,1,0,0.3,52,1,1. Metropolitan zone,0.272727272727273,1,Czechia,30,NA,2,3,3,1,1,0.950242036
EPOK4FT5KVL6YF44B3,NA,0.492656703344933,0.492656703344933,NA,0.492656703344933,0.492656703344933,0.543401651543835,1,1,0.25,1,1,0,1,0.5,44,1,2. Other town/urban centre,0.272727272727273,0,Czechia,NA,0.5,2,3,2,2,1,0.985595346
EPOKBP6X62PM7FY4B6,3.33833448157226,NA,3.33833448157226,3.33833448157226,NA,3.33833448157226,0.885465819168403,1,0,0.5,0.25,0.625,1,1,0.5,38,0,2. Other town/urban centre,0.545454545454545,1,Czechia,6,NA,1,1,1,2,1,1.374776173
EPOKCCNV7CKDGD94B6,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.64274508705227,1,1,0,0.75,1,1,0,0.4,67,0,2. Other town/urban centre,0.090909090909091,1,Czechia,5,NA,1,2,2,3,1,0.553944131
EPOK4K7299Z4SXZ4B2,NA,19.9926567033449,19.9926567033449,NA,19.9926567033449,19.9926567033449,0.925927487413473,0,0,0.25,0,0.625,1,0,0.5,65,1,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,20,1,1,1,1,1,0.420411971
EPOKBZ6KQ3KM94T4B5,57.3383344815723,NA,57.3383344815723,57.3383344815723,NA,57.3383344815723,0.543401651543835,1,0,0.75,0,0.75,1,0,0.4,44,0,1. Metropolitan zone,0.181818181818182,1,Czechia,60,NA,2,3,2,2,1,1.228273461
EPOK4DZ83CKGH6J4B8,27.3383344815723,NA,27.3383344815723,27.3383344815723,NA,27.3383344815723,0.727194749920323,0,0,0.125,0,0.375,1,0,1,33,1,2. Other town/urban centre,NA,1,Czechia,30,NA,1,2,1,4,1,1.008551561
EPOK42FZTMM9PK94B1,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.536299721433721,1,1,0.125,0,0.625,1,1,0.4,35,0,3. Rural zone,0.272727272727273,1,Czechia,5,NA,2,2,3,1,1,1.245156042
EPOK3RD3GB33PHT4B4,NA,11.9926567033449,11.9926567033449,NA,11.9926567033449,11.9926567033449,0.679631151565139,0,1,0.25,1,0.625,1,0,0.7,50,1,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,12,1,1,2,4,1,0.667763841
EPOKBJGDKWQPFQ84B0,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.488046210658383,0,0,0.125,0.125,0.125,1,0,0.5,23,1,3. Rural zone,0.090909090909091,1,Czechia,5,NA,3,4,1,3,1,2.181658851
EPOK4LBPMNNM8WL4B9,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.620749384301774,1,1,1,0.875,1,1,0,0.4,70,0,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,5,2,2,2,2,1,0.489645652
EPOK53ZV2HC3GVT4B9,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.863470116417907,0,0,1,0.125,0.625,1,0,0.5,44,1,3. Rural zone,0.181818181818182,0,Czechia,NA,5,2,1,1,1,1,0.865393886
EPOK4BNZBTXLPSL4B3,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.502939983298765,0,1,0.5,0.75,0.125,0,0,0.4,34,1,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,5,2,3,2,3,1,0.706642033
EPOK4YKJ94FS56T4B2,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.620749384301774,1,1,0.25,0.125,0.625,1,1,0.5,46,0,2. Other town/urban centre,0.181818181818182,0,Czechia,NA,1,2,2,2,2,1,0.778771243
EPOKHHQYKJ2QYHY4C1,1.33833448157226,NA,1.33833448157226,1.33833448157226,NA,1.33833448157226,0.495838053188651,1,1,0.375,1,1,0,1,0.4,24,0,2. Other town/urban centre,NA,1,Czechia,4,NA,2,2,3,2,1,1.27103527
EPOKC26DVGHHCCC4B1,12.3383344815723,NA,12.3383344815723,12.3383344815723,NA,12.3383344815723,0.521409359671347,0,1,0.375,0.375,0.75,1,0,0.3,36,0,1. Metropolitan zone,0.181818181818182,1,Czechia,15,NA,1,3,3,1,1,1.341910318
EPOKFPPKF72587K4B8,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.723665012664402,1,1,0.5,0,1,1,1,0.5,56,0,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,5,3,2,1,1,1,1.123402758
EPOKB759PWT9NRZ4B3,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.925927487413473,0,0,0.875,0.75,1,1,0,0.5,51,0,3. Rural zone,0.090909090909091,0,Czechia,NA,10,1,1,1,1,1,1.398494277
EPOK4VFWR6QT6S44B6,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.664737378924758,0,1,0.25,0,1,1,0,0.4,53,1,2. Other town/urban centre,0.181818181818182,1,Czechia,5,NA,2,2,1,4,1,1.023860601
EPOKFPTLH5SJZV64B2,3.33833448157226,NA,3.33833448157226,3.33833448157226,NA,3.33833448157226,0.68320675529734,0,0,0.375,1,1,1,0,0.2,64,0,3. Rural zone,0.181818181818182,1,Czechia,6,NA,1,2,2,2,1,0.277357366
EPOK55MRZZLTY624B4,NA,14.9926567033449,14.9926567033449,NA,14.9926567033449,14.9926567033449,0.848579754655534,1,1,0.375,0.125,0.375,1,1,0.5,66,0,3. Rural zone,0.181818181818182,0,Czechia,NA,15,1,2,1,1,1,0.481496842
EPOKB6Z39M6QNST4B7,-0.661665518427742,NA,-0.661665518427742,-0.661665518427742,NA,-0.661665518427742,0.68320675529734,0,1,0.125,0.25,0.5,0,0,0.4,31,0,2. Other town/urban centre,0.181818181818182,1,Czechia,2,NA,1,2,2,2,1,0.76907396
EPOK477Q2TW2BNZ4B0,-0.661665518427742,NA,-0.661665518427742,-0.661665518427742,NA,-0.661665518427742,0.823008448172837,0,1,0.75,1,1,1,1,0.4,62,1,2. Other town/urban centre,0.272727272727273,1,Czechia,2,NA,2,1,1,2,1,1.189794658
EPOKBMRYPLT6T374B9,NA,19.9926567033449,19.9926567033449,NA,19.9926567033449,19.9926567033449,0.620749384301774,1,0,0.125,0.125,0.125,1,1,0.2,39,0,2. Other town/urban centre,0.363636363636364,0,Czechia,NA,20,2,2,2,2,1,0.778771243
EPOKB8HT33DJ2RY4B7,-1.66166551842774,NA,-1.66166551842774,-1.66166551842774,NA,-1.66166551842774,0.455376384943581,0,1,0,0.625,0.625,0,0,0.2,50,1,2. Other town/urban centre,0.181818181818182,1,Czechia,1,NA,2,2,3,3,1,0.667763841
EPOKBT68R7NB47B4B7,20.3383344815723,NA,20.3383344815723,20.3383344815723,NA,20.3383344815723,0.863470116417907,0,0,0.375,1,1,1,0,0.3,68,1,3. Rural zone,0.090909090909091,1,Czechia,23,NA,2,1,1,1,1,0.250161003
EPOKG2TSB6JW5QX4B6,7.33833448157226,NA,7.33833448157226,7.33833448157226,NA,7.33833448157226,0.745660715414898,0,1,0.75,0.125,0.75,1,0,0.4,66,0,1. Metropolitan zone,0.363636363636364,1,Czechia,10,NA,2,2,1,2,1,0.514626023
EPOKGJNMVW2L3S64B0,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.708774650902028,1,1,0.5,1,0.625,0,0,0.3,45,0,3. Rural zone,0.272727272727273,0,Czechia,NA,1,2,3,1,1,1,1.196420122
EPOKBJSD8W7JWBP4B0,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.521405948793339,0,0,0.5,0,0.375,0,1,0.4,50,0,3. Rural zone,NA,1,Czechia,5,NA,3,3,2,1,1,1.290083412
EPOK4Z23GBHSN2X4B4,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.558292013306208,1,0,0.75,0.5,0.125,1,0,0.5,62,1,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,10,3,2,2,2,1,0.865829522
EPOKC9GQHPV76694B6,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.620749384301774,0,0,0.125,0.125,0.125,1,0,0.5,43,1,2. Other town/urban centre,0.363636363636364,1,Czechia,5,NA,2,2,2,2,1,0.950242036
EPOKBNC3W63X2PC4B0,-0.661665518427742,NA,-0.661665518427742,-0.661665518427742,NA,-0.661665518427742,0.738558785304784,1,0,0.125,0,1,0,0,0.2,57,0,1. Metropolitan zone,0.272727272727273,1,Czechia,2,NA,2,1,2,1,1,0.968732684
EPOKBML638DNZ9H4B2,NA,11.9926567033449,11.9926567033449,NA,11.9926567033449,11.9926567033449,0.378028652185641,0,1,0.5,0,0.5,0,0,0.5,29,1,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,12,2,3,3,3,1,1.193085405
EPOK475W9YRPFD64B3,0.338334481572258,NA,0.338334481572258,0.338334481572258,NA,0.338334481572258,0.356032949435145,0,1,1,1,1,0,1,0.5,61,0,3. Rural zone,0.454545454545455,1,Czechia,3,NA,3,3,3,2,1,0.693671467
EPOK4ZSQYZFXZZ44B8,7.33833448157226,NA,7.33833448157226,7.33833448157226,NA,7.33833448157226,0.925927487413473,0,0,0.25,0.375,1,1,0,0.3,67,1,3. Rural zone,0.090909090909091,1,Czechia,10,NA,1,1,1,1,1,0.466497232
EPOK5MZ72ZK8LKR4B5,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,NA,1,1,0.125,0,1,1,0,0.4,60,1,3. Rural zone,0.090909090909091,0,Czechia,NA,1,2,3,2,98,1,1.100290242
EPOK4FNQVR79W3B4B5,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.480944280548269,1,1,0.125,0.125,1,1,0,0.5,36,1,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,1,3,3,2,2,1,1.131205253
EPOKBJRWGLW7ZG44B1,NA,19.9926567033449,19.9926567033449,NA,19.9926567033449,19.9926567033449,0.808118086410464,0,0,0.25,0,0.75,1,0,0,60,1,3. Rural zone,0.090909090909091,0,Czechia,NA,20,1,2,1,2,1,1.053648773
EPOK4YZMKRCXZDF4B7,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.708774650902028,1,0,0.375,0.125,0.75,1,0,0.4,59,1,2. Other town/urban centre,0.363636363636364,0,Czechia,NA,5,2,3,1,1,1,0.797803515
EPOKCC2R65PKHZK4B1,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.418490320430711,0,1,0.375,0.375,0.375,1,1,0.5,49,0,2. Other town/urban centre,0.272727272727273,0,Czechia,NA,1,2,3,3,2,1,0.778771243
EPOKBJXTXNTZPP64B9,NA,14.9926567033449,14.9926567033449,NA,14.9926567033449,14.9926567033449,0.521405948793339,0,1,0.375,0.125,0.875,1,0,0.5,37,1,3. Rural zone,0.090909090909091,0,Czechia,NA,15,3,3,2,1,1,1.128044979
EPOK5SBR97Y32QL4B2,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.620749384301774,1,0,0.125,0.25,1,1,1,0.5,55,1,3. Rural zone,NA,0,Czechia,NA,5,2,2,2,2,1,0.96730581
EPOKB7K8MQ48PBN4B2,3.33833448157226,NA,3.33833448157226,3.33833448157226,NA,3.33833448157226,0.466053918785895,0,1,0.125,0.125,1,0,0,0.4,36,0,2. Other town/urban centre,0.090909090909091,1,Czechia,6,NA,2,4,2,2,1,1.306155392
EPOK4F7B4QMBR3T4B1,2.33833448157226,NA,2.33833448157226,2.33833448157226,NA,2.33833448157226,0.885465819168403,1,0,1,0,1,1,0,0.4,70,0,2. Other town/urban centre,0.181818181818182,1,Czechia,5,NA,1,1,1,2,1,0.503888316
EPOKBJQPZHF58TT4B6,7.33833448157226,NA,7.33833448157226,7.33833448157226,NA,7.33833448157226,0.848579754655534,1,0,1,0,1,1,0,0.6,69,1,3. Rural zone,0.090909090909091,1,Czechia,10,NA,1,2,1,1,1,0.495715378
EPOK46W59TYN77P4B2,-0.661665518427742,NA,-0.661665518427742,-0.661665518427742,NA,-0.661665518427742,0.543401651543835,0,0,0.125,0.25,0.5,1,0,0.2,40,0,2. Other town/urban centre,NA,1,Czechia,2,NA,2,3,2,2,1,0.950146324
EPOK4BN7D4CYMJS4B3,12.3383344815723,NA,12.3383344815723,12.3383344815723,NA,12.3383344815723,0.804542482678263,1,0,1,1,1,1,0,0.4,73,0,2. Other town/urban centre,0.090909090909091,1,Czechia,15,NA,1,1,1,4,1,0.489645652
EPOK5LTYWV68QRR4B7,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.495838053188651,1,0,0.25,1,0.375,1,0,0.5,18,1,3. Rural zone,0.181818181818182,0,Czechia,NA,1,2,2,3,2,1,0.529813701
EPOKBMXNNMDNB264B5,-2.65166551842774,NA,-2.65166551842774,-2.65166551842774,NA,-2.65166551842774,0.823008448172837,0,0,0.25,0.125,1,0,1,0.3,43,0,3. Rural zone,0.090909090909091,1,Czechia,0.01,NA,2,1,1,2,1,1.290083412
EPOKBN2ZFZDTYVP4B8,27.3383344815723,NA,27.3383344815723,27.3383344815723,NA,27.3383344815723,0.620749384301774,1,1,0.75,0.75,0.875,1,0,0.5,62,1,3. Rural zone,0.090909090909091,1,Czechia,30,NA,2,2,2,2,1,1.100290242
EPOK4Z3M7JBJDVT4B4,NA,9.99265670334493,9.99265670334493,NA,9.99265670334493,9.99265670334493,0.010393178078377,0,1,0.25,0.25,0.25,1,0,0.5,37,1,2. Other town/urban centre,0.090909090909091,0,Czechia,NA,10,4,4,4,4,1,0.706642033
EPOK43LFKC8QJ244B3,-1.66166551842774,NA,-1.66166551842774,-1.66166551842774,NA,-1.66166551842774,0.543401651543835,0,1,0.75,0.25,0.875,1,0,0.6,47,1,3. Rural zone,0.272727272727273,1,Czechia,1,NA,2,3,2,2,1,1.271229585
EPOKBKVWY3WD7JD4B4,NA,4.99265670334493,4.99265670334493,NA,4.99265670334493,4.99265670334493,0.620749384301774,0,0,0.125,0,0.25,1,1,0.5,30,1,3. Rural zone,0.181818181818182,0,Czechia,NA,5,2,2,2,2,1,1.248154124
EPOKFPB2JT97X7F4B2,NA,0.992656703344933,0.992656703344933,NA,0.992656703344933,0.992656703344933,0.801016156300349,0,1,0.125,0.25,1,0,0,0.4,60,0,1. Metropolitan zone,0.090909090909091,0,Czechia,NA,1,1,1,2,1,1,0.923086027
EPOK5756FPQ588X4B7,NA,1.99265670334493,1.99265670334493,NA,1.99265670334493,1.99265670334493,0.64274508705227,0,1,0.125,1,0.75,0,0,0.3,31,0,1. Metropolitan zone,0.181818181818182,0,Czechia,NA,2,1,2,2,3,1,1.341910318
EPOK46WMXCCM7CF4B7,NA,29.9926567033449,29.9926567033449,NA,29.9926567033449,29.9926567033449,0.885465819168403,1,0,0.125,0.125,0.5,1,0,0.5,41,1,3. Rural zone,0.181818181818182,0,Czechia,NA,30,1,1,1,2,1,0.950242036
