SubsID,error.immigrants.trim,error.asylum.seekers.trim,error.trim,error.immigrants,error.asylum.seekers,error,consp_01,confidence,trust.stat,news.paper,news.social,news.tv,concern.imm,edu.tertiary,lr,age,female,abit,income,dummy.imm.as,country,QG8c_1_T4,QG8d_1_T4,QG16_1_T4,QG16_2_T4,QG16_3_T4,QG16_4_T4,country_cod,int_wt1_cap_T4
EPOK4DZMVYM6N2T4B0,NA,NA,NA,NA,59.9058035479878,59.9058035479878,0.779952217165958,1,0,0.125,0.125,0,1,0,0.4,48,0,3. Rural zone,0.545454545454545,0,France,NA,60,2,2,2,1,2,1.265613542
EPOKB7YJPSR5P7K4B7,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.292033871188795,0,1,1,0.875,0.75,0,1,0.2,74,1,1. Metropolitan zone,0.454545454545455,0,France,NA,1,3,4,3,4,2,0.432887997
EPOKB8D4KHZVB4N4B7,NA,4.90580354798783,4.90580354798783,NA,4.90580354798783,4.90580354798783,0.702444140384412,1,1,1,0,1,1,1,0.2,60,0,1. Metropolitan zone,0.545454545454545,0,France,NA,5,3,1,2,2,2,0.76977675
EPOKB8H5L26F7ZG4B1,15.5884724167485,NA,15.5884724167485,15.5884724167485,NA,15.5884724167485,0.760987092507368,0,1,0.25,0,1,1,0,0.5,64,1,3. Rural zone,0.363636363636364,1,France,20,NA,1,2,2,2,2,0.376410102
EPOKBJRWFLMWR3T4B8,30.5884724167485,NA,30.5884724167485,30.5884724167485,NA,30.5884724167485,0.628746443818428,0,0,0.125,0,0.125,1,1,0.5,54,0,3. Rural zone,0.272727272727273,1,France,35,NA,2,2,2,3,2,0.695879208
EPOKBBJ49H3YKQK4B9,NA,1.90580354798783,1.90580354798783,NA,1.90580354798783,1.90580354798783,0.704349330492193,0,0,0.125,0.125,0.125,1,1,0.3,31,1,2. Other town/urban centre,0.090909090909091,0,France,NA,2,2,2,2,2,2,1.256044302
EPOKBMT3X65V92C4B0,NA,1.90580354798783,1.90580354798783,NA,1.90580354798783,1.90580354798783,0.986329331214431,0,0,1,1,1,1,1,0,37,0,3. Rural zone,0.545454545454545,0,France,NA,2,1,1,1,1,2,0.750912495
EPOK4CSVM294VDM4B3,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.649616758584799,0,0,0,0,0.25,1,0,0.2,46,0,1. Metropolitan zone,0.272727272727273,0,France,NA,1,2,3,2,2,2,0.977667042
EPOKB7B4J7WML9K4B4,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.779952217165958,0,0,0.375,1,0.375,1,1,0.2,44,0,2. Other town/urban centre,0.272727272727273,0,France,NA,1,2,2,2,1,2,0.578554952
EPOKBKM4Y2JV2CJ4B7,5.58847241674848,NA,5.58847241674848,5.58847241674848,NA,5.58847241674848,0.649616758584799,0,1,0,0,0,1,1,0.3,38,1,1. Metropolitan zone,0.272727272727273,1,France,10,NA,2,3,2,2,2,1.513995138
EPOKB66XG47JDK44B2,45.5884724167485,NA,45.5884724167485,45.5884724167485,NA,45.5884724167485,0.422369329769955,1,0,1,0.875,1,0,0,0.5,78,1,3. Rural zone,0.181818181818182,1,France,50,NA,3,3,3,3,2,0.68680238
EPOKB977X5XRFBN4B5,-3.41152758325152,NA,-3.41152758325152,-3.41152758325152,NA,-3.41152758325152,0.797450920510316,0,1,0.5,0,0.75,1,1,0.2,31,0,2. Other town/urban centre,0.272727272727273,1,France,1,NA,3,1,1,2,2,1.764901815
EPOKBLDGTYSTGG74B7,NA,1.90580354798783,1.90580354798783,NA,1.90580354798783,1.90580354798783,0.742718348602921,1,0,1,0.375,1,1,1,0.3,62,0,2. Other town/urban centre,0.454545454545455,0,France,NA,2,3,2,1,2,2,0.687313574
EPOK4DY35PLWYHY4B3,NA,1.90580354798783,1.90580354798783,NA,1.90580354798783,1.90580354798783,0.986329331214431,1,1,0,1,0,1,1,0.2,49,1,2. Other town/urban centre,0.272727272727273,0,France,NA,2,1,1,1,1,2,0.467391056
EPOKB7MMBDXD22H4B7,5.58847241674848,NA,5.58847241674848,5.58847241674848,NA,5.58847241674848,0.60934255036629,0,0,0,1,0.5,1,1,0.2,32,1,2. Other town/urban centre,0.363636363636364,1,France,10,NA,2,2,3,2,2,0.638494661
EPOKBB2G7PXV4XZ4B0,NA,5.90580354798783,5.90580354798783,NA,5.90580354798783,5.90580354798783,0.704349330492193,0,1,0.25,0.25,0.25,1,1,0.3,55,1,3. Rural zone,0.272727272727273,0,France,NA,6,2,2,2,2,2,0.327174021
EPOK4HFHS2BRHXR4B0,5.58847241674848,NA,5.58847241674848,5.58847241674848,NA,5.58847241674848,0.554609978458895,1,1,0.375,0.375,0.375,1,1,0.6,37,1,3. Rural zone,0.454545454545455,1,France,10,NA,2,3,3,2,2,1.485863482
EPOKBBP4R2FXRXG4B3,NA,14.9058035479878,14.9058035479878,NA,14.9058035479878,14.9058035479878,0.628746443818428,0,0,0.125,0.125,0.125,0,0,0.5,57,1,2. Other town/urban centre,0.272727272727273,0,France,NA,15,2,2,2,3,2,0.46290661
EPOKB6C3BFNZD8Y4B9,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.799356110618096,0,0,1,1,1,1,1,0.2,59,0,2. Other town/urban centre,0.363636363636364,0,France,NA,1,2,2,1,2,2,0.695879208
EPOKB5V5NRJBFHT4B4,20.5884724167485,NA,20.5884724167485,20.5884724167485,NA,20.5884724167485,0.704349330492193,1,0,0.5,0.5,0.5,0,1,0.5,42,1,1. Metropolitan zone,1,1,France,25,NA,2,2,2,2,2,0.77748694
EPOK56TZGWV3TQ94B5,NA,29.9058035479878,29.9058035479878,NA,29.9058035479878,29.9058035479878,0.815719664414763,0,0,0.125,0,0.25,1,0,0.4,66,1,3. Rural zone,0.181818181818182,0,France,NA,30,1,1,2,2,2,0.668408601
EPOK4BPLRPZMWZY4B4,15.5884724167485,NA,15.5884724167485,15.5884724167485,NA,15.5884724167485,0.874958997291862,0,0,0.25,0.5,0.75,1,NA,0.6,57,1,2. Other town/urban centre,0.363636363636364,1,France,20,NA,2,2,1,1,2,0.874752898
EPOKDRW2CPP86XK4B6,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.931596759307037,0,0,0.5,0.125,1,1,1,0.3,55,0,2. Other town/urban centre,0.363636363636364,0,France,NA,1,1,2,1,1,2,0.774269753
EPOKB63XBYHN9QN4B4,3.58847241674848,NA,3.58847241674848,3.58847241674848,NA,3.58847241674848,0.49797221644372,0,1,1,0.125,0.75,0,0,0.2,47,0,2. Other town/urban centre,0.090909090909091,1,France,8,NA,3,3,3,2,2,1.603227276
EPOK45KCJLJGC9M4B3,20.5884724167485,NA,20.5884724167485,20.5884724167485,NA,20.5884724167485,0.799356110618096,1,1,0,0.5,1,0,0,0.5,31,0,3. Rural zone,0.363636363636364,1,France,25,NA,2,2,1,2,2,2.85110646
EPOKB938DL9DTMM4B0,NA,0.905803547987826,0.905803547987826,NA,0.905803547987826,0.905803547987826,0.628746443818428,0,1,0.5,0.25,0.5,1,1,0.5,34,1,3. Rural zone,0.363636363636364,0,France,NA,1,2,2,2,3,2,0.814271658
EPOK4HNTH8N7RS34B1,-2.41152758325152,NA,-2.41152758325152,-2.41152758325152,NA,-2.41152758325152,0.628746443818428,0,0,0.125,1,1,0,1,0,64,1,3. Rural zone,0.181818181818182,1,France,2,NA,2,2,2,3,2,0.391206864
EPOK4C93MRVY4VG4B2,NA,2.90580354798783,2.90580354798783,NA,2.90580354798783,2.90580354798783,0.706254520599974,0,0,1,0,1,1,1,0.6,63,0,2. Other town/urban centre,0.272727272727273,0,France,NA,3,1,3,2,2,2,0.687313574
EPOK45NRM7P8NT84B2,-3.41152758325152,NA,-3.41152758325152,-3.41152758325152,NA,-3.41152758325152,0.459603198332992,1,1,1,1,1,1,1,0.3,55,0,1. Metropolitan zone,0.363636363636364,1,France,1,NA,2,3,4,2,2,0.443947047
EPOKB8D7WC8HR5D4B3,-4.90310145760393,NA,-4.90310145760393,-4.90310145760393,NA,-4.90310145760393,0.745194945966485,1,1,1,1,1,1,0,1,55,0,3. Rural zone,0.272727272727273,1,Germany,1,NA,2,2,2,2,3,0.610585333
EPOKBMBLF4PZLDW4B9,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.888102346305729,1,1,1,0.75,1,1,0,0.5,47,0,1. Metropolitan zone,NA,0,Germany,NA,10,2,1,1,2,3,1.085415008
EPOKBBRXHT9NNGJ4B5,NA,4.28525572114496,4.28525572114496,NA,4.28525572114496,4.28525572114496,0.572361360060447,1,1,0.75,0,0.375,1,0,0.5,61,0,3. Rural zone,0.636363636363636,0,Germany,NA,5,2,4,2,3,3,1.059494372
EPOK4XRN8DCYRK24B0,NA,NA,NA,NA,39.285255721145,39.285255721145,0.490389891932971,0,1,0,1,1,1,0,0.5,46,1,1. Metropolitan zone,0.181818181818182,0,Germany,NA,40,3,3,3,3,3,0.603292041
EPOKGQNM8XKCC8S4B3,NA,2.28525572114496,2.28525572114496,NA,2.28525572114496,2.28525572114496,0.745194945966485,0,0,0.375,0.125,1,1,1,0.5,44,1,1. Metropolitan zone,NA,0,Germany,NA,3,2,2,2,2,3,0.610670434
EPOKB8DFBPM9H894B9,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.431348275482587,1,1,0,0,1,0,1,0.5,44,1,1. Metropolitan zone,0.727272727272727,0,Germany,NA,1,3,4,3,3,3,0.610670434
EPOK4LNZQ65ZJMC4B6,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.629006028827103,0,1,0.875,0.125,1,1,0,0.5,72,1,2. Other town/urban centre,0.181818181818182,1,Germany,20,NA,3,3,2,2,3,0.403688771
EPOKB8GHF84KWRM4B2,NA,3.28525572114496,3.28525572114496,NA,3.28525572114496,3.28525572114496,0.290335190904727,1,1,1,0,0.125,0,1,0.7,74,0,1. Metropolitan zone,0.727272727272727,0,Germany,NA,4,4,4,4,3,3,0.463507068
EPOKBMWGDGQ9NBP4B1,NA,NA,NA,NA,59.285255721145,59.285255721145,0.54753719262197,0,0,0.25,0,1,1,0,0.5,42,1,3. Rural zone,0.090909090909091,0,Germany,NA,60,2,3,3,3,3,1.08191945
EPOKBB8ZNVD82GQ4B3,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.431348275482587,0,1,0.875,0.25,0,0,1,0.7,43,0,1. Metropolitan zone,0.545454545454545,1,Germany,15,NA,3,4,3,3,3,1.26783046
EPOKBMPSTD5CZS54B6,NA,4.28525572114496,4.28525572114496,NA,4.28525572114496,4.28525572114496,0.686153329516102,0,1,1,0.5,1,1,0,0.5,67,0,3. Rural zone,0.727272727272727,0,Germany,NA,5,2,3,2,2,3,0.50805047
EPOK5RT4W7HRXBQ4B0,NA,7.28525572114496,7.28525572114496,NA,7.28525572114496,7.28525572114496,0.799945298971757,1,0,0,0.125,0.125,0,1,0.5,42,0,3. Rural zone,0.363636363636364,0,Germany,NA,8,2,2,2,1,3,0.463669036
EPOK5BK3JT5HJJ54B3,NA,29.285255721145,29.285255721145,NA,29.285255721145,29.285255721145,0.63140297651083,0,0,0.375,0.875,0.625,1,0,0.5,37,1,3. Rural zone,0.545454545454545,0,Germany,NA,30,2,3,2,3,3,1.626423245
EPOKD7NY9VQJT3X4B8,24.0968985423961,NA,24.0968985423961,24.0968985423961,NA,24.0968985423961,0.435639538927699,0,1,1,1,1,1,1,0.5,68,1,3. Rural zone,0.181818181818182,1,Germany,30,NA,3,3,3,4,3,0.354301311
EPOK4XYBQCZQVCJ4B6,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.686153329516102,0,1,0.625,0.125,1,1,0,0.3,45,0,3. Rural zone,0.454545454545455,1,Germany,20,NA,2,3,2,2,3,1.353957281
EPOKD564RSTKFRY4B0,12.0968985423961,NA,12.0968985423961,12.0968985423961,NA,12.0968985423961,0.490389891932971,0,1,0.125,0.125,0.25,0,1,0.4,20,1,3. Rural zone,0.181818181818182,1,Germany,18,NA,3,3,3,3,3,3.303462878
EPOK4WY4X5YTN6D4B5,NA,0.485255721144956,0.485255721144956,NA,0.485255721144956,0.485255721144956,0.490389891932971,1,1,0.5,0,0.25,1,1,0.6,42,1,1. Metropolitan zone,NA,0,Germany,NA,1.2,3,3,3,3,3,0.799314487
EPOK4XYMVNDNTNV4B7,-3.90310145760393,NA,-3.90310145760393,-3.90310145760393,NA,-3.90310145760393,0.235584837899456,0,0,0.125,0,1,1,0,0.5,66,1,3. Rural zone,0.272727272727273,1,Germany,2,NA,4,4,4,4,3,0.484169409
EPOK47N58SPJ8CK4B2,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,1,1,1,1,1,1,1,0,0.8,67,1,1. Metropolitan zone,0.363636363636364,0,Germany,NA,10,1,1,1,1,3,0.488306277
EPOKB7MH7D5PYMB4B7,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.290335190904727,1,1,0.75,0.125,1,1,1,0.5,47,0,3. Rural zone,NA,1,Germany,15,NA,4,4,4,3,3,1.369234637
EPOKD24QPP35Y4Z4B3,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.374200974793588,1,1,0.625,0.125,0.75,0,1,0.6,66,1,1. Metropolitan zone,0.909090909090909,0,Germany,NA,2,4,4,3,3,3,0.419073328
EPOKBKTY34HFYM64B6,2.09689854239607,NA,2.09689854239607,2.09689854239607,NA,2.09689854239607,0.517919129816037,0,1,1,0,1,1,0,0.5,68,0,3. Rural zone,NA,1,Germany,8,NA,4,2,4,1,3,0.50805047
EPOKBCF3GRBXV2B4B2,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.690444592961214,0,0,0.75,0.875,1,1,1,0.4,68,1,1. Metropolitan zone,0.545454545454545,0,Germany,NA,10,2,2,2,3,3,0.354301311
EPOKBPT5Q52NVS64B0,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.633297292272215,0,0,0.125,0.125,0.25,0,0,0.6,35,1,3. Rural zone,0.545454545454545,0,Germany,NA,10,3,2,2,3,3,1.626423245
EPOKBQ5LHSFWK744B0,NA,4.28525572114496,4.28525572114496,NA,4.28525572114496,4.28525572114496,0.745194945966485,0,0,0,0,0.5,1,0,0.5,38,1,2. Other town/urban centre,0.363636363636364,0,Germany,NA,5,2,2,2,2,3,0.953855212
EPOKB7QXZ8SRKY84B7,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.63140297651083,1,1,0.875,1,0.875,1,1,0.8,47,1,1. Metropolitan zone,0.454545454545455,0,Germany,NA,10,2,3,2,3,3,0.941648199
EPOK5KG7748DFZX4B5,6.09689854239607,NA,6.09689854239607,6.09689854239607,NA,6.09689854239607,0.802342246655484,0,1,1,0,1,1,0,0.5,69,1,3. Rural zone,0.181818181818182,1,Germany,12,NA,1,2,2,2,3,0.435706033
EPOK5L6NKHDQQ974B7,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.886208030544345,0,0,0.125,0,1,1,0,0.5,73,1,3. Rural zone,0.181818181818182,0,Germany,NA,1,1,2,1,2,3,0.435706033
EPOK576DS7MWMYG4B1,22.0968985423961,NA,22.0968985423961,22.0968985423961,NA,22.0968985423961,0.490389891932971,0,1,0,0.875,0.25,0,0,0.5,37,1,2. Other town/urban centre,0.272727272727273,1,Germany,28,NA,3,3,3,3,3,1.388756763
EPOK4XRH7GJH8SR4B4,NA,7.28525572114496,7.28525572114496,NA,7.28525572114496,7.28525572114496,0.633297292272215,1,0,1,0.125,1,1,0,0.3,66,1,3. Rural zone,NA,0,Germany,NA,8,3,2,2,3,3,0.403688771
EPOKBRPYHWHNK9J4B8,NA,4.28525572114496,4.28525572114496,NA,4.28525572114496,4.28525572114496,0.490389891932971,1,0,1,0,1,0,0,0.7,66,1,3. Rural zone,0.363636363636364,0,Germany,NA,5,3,3,3,3,3,0.404888564
EPOK5KG7F5R9YBY4B8,NA,2.28525572114496,2.28525572114496,NA,2.28525572114496,2.28525572114496,0.574255675821831,0,1,0.25,0.25,0.375,0,1,0.6,36,0,3. Rural zone,0.818181818181818,0,Germany,NA,3,3,3,2,3,3,0.588422039
EPOKD32R77MMW774B6,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.54753719262197,0,1,1,0.5,1,0,0,0.5,65,1,3. Rural zone,0.363636363636364,0,Germany,NA,10,2,3,3,3,3,0.534769201
EPOK5KM73J9XBNW4B4,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.488495576171586,0,1,0.75,0.25,0.75,0,0,0.6,25,1,1. Metropolitan zone,0.909090909090909,1,Germany,15,NA,2,4,3,3,3,0.522607149
EPOKBKXF47LVFFY4B3,3.09689854239607,NA,3.09689854239607,3.09689854239607,NA,3.09689854239607,0.604181861388625,1,0,0.125,1,1,1,0,0.6,46,0,3. Rural zone,0.818181818181818,1,Germany,9,NA,3,2,3,2,3,0.613436613
EPOKGJLRQTPTTVC4B0,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.235584837899456,1,1,0.75,1,0.75,0,0,0.6,62,0,3. Rural zone,0.454545454545455,1,Germany,20,NA,4,4,4,4,3,0.996123672
EPOKB7CB52WK6Q54B6,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.686153329516102,1,1,1,0.25,1,1,0,0.5,37,0,1. Metropolitan zone,0.454545454545455,1,Germany,20,NA,2,3,2,2,3,1.864525922
EPOKB8DVDSMW2284B5,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.404629792282726,1,1,0.875,0.75,1,0,1,0.5,65,0,2. Other town/urban centre,0.363636363636364,1,Germany,20,NA,2,4,4,3,3,0.511516511
EPOKDQL7G8J8DNX4B3,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.629006028827103,0,1,0.125,0.375,0.25,0,0,0.6,23,1,1. Metropolitan zone,0.363636363636364,0,Germany,NA,10,3,3,2,2,3,4.397705685
EPOKBKWYY6JHJYS4B6,4.09689854239607,NA,4.09689854239607,4.09689854239607,NA,4.09689854239607,0.745194945966485,0,1,0.5,0,0.875,1,0,0.3,47,1,3. Rural zone,0.454545454545455,1,Germany,10,NA,2,2,2,2,3,1.120938496
EPOKB8SM8R8KBF64B5,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.545140244938242,0,1,0.625,0.5,1,1,1,0.6,53,0,1. Metropolitan zone,0.636363636363636,0,Germany,NA,1,3,3,3,2,3,1.369234637
EPOK72ZRNP9T4TC4B0,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.688047645277486,0,1,1,0.25,1,1,0,0.5,67,1,3. Rural zone,0.272727272727273,0,Germany,NA,2,3,2,2,2,3,0.35419392
EPOKBCGF84YZDGT4B4,-1.90310145760393,NA,-1.90310145760393,-1.90310145760393,NA,-1.90310145760393,0.54753719262197,0,0,0.25,0.75,1,1,0,0.5,44,0,3. Rural zone,0.454545454545455,1,Germany,4,NA,2,3,3,3,3,1.085415008
EPOK4Z3KLM3NVZ74B1,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.376597922477316,1,1,1,0,1,1,0,0.6,76,0,1. Metropolitan zone,0.363636363636364,1,Germany,20,NA,3,4,3,4,3,0.387567053
EPOKB7LBD8BYLW94B9,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.374200974793588,1,1,0.125,0.125,1,0,1,0.5,63,1,2. Other town/urban centre,0.272727272727273,0,Germany,NA,2,4,4,3,3,3,0.848513406
EPOK73876V75FX44B3,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.686153329516102,0,1,0.875,0,0.75,1,1,0.7,51,1,3. Rural zone,NA,1,Germany,20,NA,2,3,2,2,3,0.979917293
EPOKB8JPSP22PZH4B0,19.0968985423961,NA,19.0968985423961,19.0968985423961,NA,19.0968985423961,0.604181861388625,1,1,0.5,0.625,0.5,1,0,0.7,56,0,3. Rural zone,0.363636363636364,1,Germany,25,NA,3,2,3,2,3,0.951166679
EPOKBBM2R6XTPH34B5,NA,11.285255721145,11.285255721145,NA,11.285255721145,11.285255721145,0.717163076161075,0,0,1,0,1,1,0,0.5,56,1,3. Rural zone,0.454545454545455,0,Germany,NA,12,3,2,1,3,3,0.399760888
EPOK47F9WNYPJFV4B9,NA,19.285255721145,19.285255721145,NA,19.285255721145,19.285255721145,0.770019113404963,1,0,0.25,0,0.5,1,0,0.5,44,1,3. Rural zone,0.727272727272727,0,Germany,NA,20,2,3,1,2,3,1.039187922
EPOKBL6HQBXRKXK4B3,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.235584837899456,0,1,0.25,0,1,1,0,0.5,51,0,2. Other town/urban centre,NA,1,Germany,20,NA,4,4,4,4,3,0.972987547
EPOKB8CFPVNFBB44B7,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.712871812715964,1,0,0.125,1,1,0,0,0.4,59,0,3. Rural zone,0.363636363636364,0,Germany,NA,2,3,3,1,2,3,0.951166679
EPOK4XHT6QP4PT34B5,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.490389891932971,1,1,1,1,1,0,1,0.6,56,0,1. Metropolitan zone,1,0,Germany,NA,2,3,3,3,3,3,1.020371774
EPOKBM5SZBLT3DZ4B4,NA,NA,NA,64.0968985423961,NA,64.0968985423961,0.686153329516102,0,0,0.25,1,0.5,1,0,0.5,69,0,2. Other town/urban centre,0.272727272727273,1,Germany,70,NA,2,3,2,2,3,0.577866717
EPOKBM4GHFW9RR54B1,NA,1.28525572114496,1.28525572114496,NA,1.28525572114496,1.28525572114496,0.888102346305729,0,0,1,1,1,1,0,0.5,74,0,3. Rural zone,0.363636363636364,0,Germany,NA,2,2,1,1,2,3,0.514077884
EPOK5R27DM7FF974B5,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.490389891932971,0,1,0.625,0.125,1,1,1,0.7,50,1,1. Metropolitan zone,0.545454545454545,1,Germany,15,NA,3,3,3,3,3,0.941648199
EPOK59X7NWWKNPJ4B1,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.686153329516102,1,0,0.375,0,0.375,0,0,0.7,48,0,3. Rural zone,0.636363636363636,0,Germany,NA,10,2,3,2,2,3,1.295837228
EPOK5KP2VYQM9NM4B5,NA,14.285255721145,14.285255721145,NA,14.285255721145,14.285255721145,0.606578809072353,1,0,1,0.75,1,1,0,0.5,67,0,3. Rural zone,0.181818181818182,0,Germany,NA,15,2,2,3,3,3,0.388099686
EPOK73ZTL8SRF5L4B4,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.633297292272215,0,0,0.75,0,0.875,1,1,0.5,40,1,1. Metropolitan zone,0.727272727272727,1,Germany,15,NA,3,2,2,3,3,0.557766674
EPOKB7C663565SH4B7,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.633297292272215,0,1,0.125,0.375,0.125,0,1,0.6,32,1,1. Metropolitan zone,0.272727272727273,1,Germany,15,NA,3,2,2,3,3,1.682262124
EPOK4CBL35HDDVF4B2,-3.90310145760393,NA,-3.90310145760393,-3.90310145760393,NA,-3.90310145760393,0.627111713065719,1,1,0.625,0,1,0,0,0.6,40,0,2. Other town/urban centre,0.727272727272727,1,Germany,2,NA,2,4,2,2,3,1.085415008
EPOK5C4CLFVJ6ZK4B4,NA,9.28525572114496,9.28525572114496,NA,9.28525572114496,9.28525572114496,0.545140244938242,0,1,0.125,0.125,0.25,1,1,0.6,27,1,2. Other town/urban centre,0.727272727272727,0,Germany,NA,10,3,3,3,2,3,1.441040011
EPOK57BBTLBXH5X4B1,16.0968985423961,NA,16.0968985423961,16.0968985423961,NA,16.0968985423961,0.572361360060447,0,1,0.625,0,0.125,0,1,0.5,52,1,3. Rural zone,0.272727272727273,1,Germany,22,NA,2,4,2,3,3,0.979917293
EPOKBNN2YKWSLG94B6,9.09689854239607,NA,9.09689854239607,9.09689854239607,NA,9.09689854239607,0.512817111687721,1,1,0.75,0,1,0,0,0.5,29,0,1. Metropolitan zone,1,1,Germany,15,NA,4,4,2,2,3,1.89134117
EPOKB7HYQHBNHMS4B0,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.770019113404963,1,1,0.5,0.75,0.625,1,1,0.6,41,0,1. Metropolitan zone,0.454545454545455,0,Germany,NA,1,2,3,1,2,3,1.369234637
EPOK49DP63RXFRC4B8,4.09689854239607,NA,4.09689854239607,4.09689854239607,NA,4.09689854239607,0.574255675821831,1,1,0,0,1,0,1,0.7,75,0,2. Other town/urban centre,0.272727272727273,1,Germany,10,NA,3,3,2,3,3,0.511516511
EPOKBM79B88N5ZD4B2,14.0968985423961,NA,14.0968985423961,14.0968985423961,NA,14.0968985423961,0.376597922477316,0,1,1,1,1,0,1,0.5,62,0,2. Other town/urban centre,0.727272727272727,1,Germany,20,NA,3,4,3,4,3,0.943371234
EPOK4KPT7GJ6XW84B6,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.688047645277486,1,1,0.875,0,0.875,0,0,0.6,49,0,1. Metropolitan zone,0.545454545454545,0,Germany,NA,1,3,2,2,2,3,1.124287072
EPOK47NF2FH7VJG4B5,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.712871812715964,1,1,0.25,0,1,0,0,0.7,46,0,3. Rural zone,0.272727272727273,0,Germany,NA,1,3,3,1,2,3,0.972987547
EPOK5VPXZBQF7BK4B2,34.0968985423961,NA,34.0968985423961,34.0968985423961,NA,34.0968985423961,0.658121459710692,0,1,0.25,0,0.75,1,0,0.5,71,1,1. Metropolitan zone,0.272727272727273,1,Germany,40,NA,3,3,1,3,3,0.435706033
EPOKBMPFH74KL374B0,34.0968985423961,NA,34.0968985423961,34.0968985423961,NA,34.0968985423961,0.771913429166347,1,1,1,1,1,1,0,1,45,1,3. Rural zone,0.363636363636364,1,Germany,40,NA,3,2,1,2,3,0.607498543
EPOKBJV9TYDW3454B4,-0.90310145760393,NA,-0.90310145760393,-0.90310145760393,NA,-0.90310145760393,0.460463706366176,1,1,0.75,0,0.5,0,0,0.6,45,0,1. Metropolitan zone,0.636363636363636,1,Germany,5,NA,3,4,2,4,3,0.673353879
EPOKBHM6T5ZXD6Z4B7,NA,4.28525572114496,4.28525572114496,NA,4.28525572114496,4.28525572114496,0.235584837899456,0,0,0,0,1,1,0,0.5,56,1,3. Rural zone,0.363636363636364,0,Germany,NA,5,4,4,4,4,3,0.90644133
EPOK4BLWS29RL824B2,NA,2.28525572114496,2.28525572114496,NA,2.28525572114496,2.28525572114496,0.686153329516102,1,1,1,0,1,1,1,0.6,77,0,1. Metropolitan zone,0.454545454545455,0,Germany,NA,3,2,3,2,2,3,0.447585802
EPOKBJWN5GTQFB84B5,NA,0.285255721144956,0.285255721144956,NA,0.285255721144956,0.285255721144956,0.574255675821831,1,1,1,0.125,1,1,1,0.6,74,0,2. Other town/urban centre,0.454545454545455,0,Germany,NA,1,3,3,2,3,3,0.518007184
EPOKBJXMHDNFR7W4B5,NA,11.285255721145,11.285255721145,NA,11.285255721145,11.285255721145,0.54753719262197,1,0,0.125,0,0.5,1,1,0.7,41,1,2. Other town/urban centre,0.181818181818182,0,Germany,NA,12,2,3,3,3,3,0.799314487
